order_id,order_number,product_key,customer_key,order_date,shipping_date,due_date,sales_amount,quantity,price
10428,SO59203,168,11396,5/31/2013,6/7/2013,6/12/2013,8,1,8
10429,SO59204,160,2596,5/31/2013,6/7/2013,6/12/2013,2384,1,2384
10430,SO59204,245,2596,5/31/2013,6/7/2013,6/12/2013,35,1,35
10431,SO59205,154,2008,5/31/2013,6/7/2013,6/12/2013,1215,1,1215
10432,SO59205,246,2008,5/31/2013,6/7/2013,6/12/2013,35,1,35
10433,SO59206,145,18056,5/31/2013,6/7/2013,6/12/2013,742,1,742
10434,SO59206,295,18056,5/31/2013,6/7/2013,6/12/2013,5,1,5
10435,SO59206,105,18056,5/31/2013,6/7/2013,6/12/2013,9,1,9
10436,SO59206,166,18056,5/31/2013,6/7/2013,6/12/2013,9,1,9
10437,SO59207,166,448,5/31/2013,6/7/2013,6/12/2013,9,1,9
10438,SO59207,158,448,5/31/2013,6/7/2013,6/12/2013,2384,1,2384
10439,SO59208,160,456,5/31/2013,6/7/2013,6/12/2013,2384,1,2384
10440,SO59208,276,456,5/31/2013,6/7/2013,6/12/2013,54,1,54
10441,SO59208,166,456,5/31/2013,6/7/2013,6/12/2013,9,1,9
10442,SO59209,161,457,5/31/2013,6/7/2013,6/12/2013,2384,1,2384
10443,SO59209,105,457,5/31/2013,6/7/2013,6/12/2013,9,1,9
10444,SO59209,295,457,5/31/2013,6/7/2013,6/12/2013,5,1,5
10445,SO59209,244,457,5/31/2013,6/7/2013,6/12/2013,35,1,35
10446,SO59210,120,1561,6/1/2013,6/8/2013,6/13/2013,2295,1,2295
10447,SO59210,295,1561,6/1/2013,6/8/2013,6/13/2013,5,1,5
10448,SO59210,104,1561,6/1/2013,6/8/2013,6/13/2013,10,1,10
10449,SO59210,278,1561,6/1/2013,6/8/2013,6/13/2013,54,1,54
10450,SO59211,121,1600,6/1/2013,6/8/2013,6/13/2013,2295,1,2295
10451,SO59211,104,1600,6/1/2013,6/8/2013,6/13/2013,10,1,10
10452,SO59211,245,1600,6/1/2013,6/8/2013,6/13/2013,35,1,35
10453,SO59211,166,1600,6/1/2013,6/8/2013,6/13/2013,9,1,9
10454,SO59212,123,2601,6/1/2013,6/8/2013,6/13/2013,2320,1,2320
10455,SO59212,104,2601,6/1/2013,6/8/2013,6/13/2013,10,1,10
10456,SO59212,295,2601,6/1/2013,6/8/2013,6/13/2013,5,1,5
10457,SO59212,245,2601,6/1/2013,6/8/2013,6/13/2013,35,1,35
10458,SO59212,249,2601,6/1/2013,6/8/2013,6/13/2013,50,1,50
10459,SO59213,123,2580,6/1/2013,6/8/2013,6/13/2013,2320,1,2320
10460,SO59213,104,2580,6/1/2013,6/8/2013,6/13/2013,10,1,10
10461,SO59214,290,13279,6/1/2013,6/8/2013,6/13/2013,4,1,4
10462,SO59214,285,13279,6/1/2013,6/8/2013,6/13/2013,21,1,21
10463,SO59214,281,13279,6/1/2013,6/8/2013,6/13/2013,159,1,159
10464,SO59215,290,912,6/1/2013,6/8/2013,6/13/2013,4,1,4
10465,SO59215,280,912,6/1/2013,6/8/2013,6/13/2013,9,1,9
10466,SO59216,106,6804,6/1/2013,6/8/2013,6/13/2013,540,1,540
10467,SO59216,104,6804,6/1/2013,6/8/2013,6/13/2013,10,1,10
10468,SO59216,295,6804,6/1/2013,6/8/2013,6/13/2013,5,1,5
10469,SO59216,235,6804,6/1/2013,6/8/2013,6/13/2013,24,1,24
10470,SO59217,112,13537,6/1/2013,6/8/2013,6/13/2013,565,1,565
10471,SO59217,174,13537,6/1/2013,6/8/2013,6/13/2013,22,1,22
10472,SO59218,143,9812,6/1/2013,6/8/2013,6/13/2013,2443,1,2443
10473,SO59218,166,9812,6/1/2013,6/8/2013,6/13/2013,9,1,9
10474,SO59218,245,9812,6/1/2013,6/8/2013,6/13/2013,35,1,35
10475,SO59219,122,4083,6/1/2013,6/8/2013,6/13/2013,2295,1,2295
10476,SO59219,247,4083,6/1/2013,6/8/2013,6/13/2013,55,1,55
10477,SO59219,293,4083,6/1/2013,6/8/2013,6/13/2013,64,1,64
10478,SO59220,275,18284,6/1/2013,6/8/2013,6/13/2013,54,1,54
10479,SO59221,286,17996,6/1/2013,6/8/2013,6/13/2013,25,1,25
10480,SO59221,290,17996,6/1/2013,6/8/2013,6/13/2013,4,1,4
10481,SO59221,259,17996,6/1/2013,6/8/2013,6/13/2013,2,1,2
10482,SO59222,291,17361,6/1/2013,6/8/2013,6/13/2013,5,1,5
10483,SO59222,259,17361,6/1/2013,6/8/2013,6/13/2013,2,1,2
10484,SO59223,288,16242,6/1/2013,6/8/2013,6/13/2013,29,1,29
10485,SO59224,282,15001,6/1/2013,6/8/2013,6/13/2013,25,1,25
10486,SO59224,289,15001,6/1/2013,6/8/2013,6/13/2013,5,1,5
10487,SO59224,259,15001,6/1/2013,6/8/2013,6/13/2013,2,1,2
10488,SO59225,288,15578,6/1/2013,6/8/2013,6/13/2013,29,1,29
10489,SO59225,291,15578,6/1/2013,6/8/2013,6/13/2013,5,1,5
10490,SO59225,246,15578,6/1/2013,6/8/2013,6/13/2013,35,1,35
10491,SO59226,283,1184,6/1/2013,6/8/2013,6/13/2013,30,1,30
10492,SO59226,289,1184,6/1/2013,6/8/2013,6/13/2013,5,1,5
10493,SO59226,245,1184,6/1/2013,6/8/2013,6/13/2013,35,1,35
10494,SO59227,289,12295,6/1/2013,6/8/2013,6/13/2013,5,1,5
10495,SO59227,283,12295,6/1/2013,6/8/2013,6/13/2013,30,1,30
10496,SO59227,259,12295,6/1/2013,6/8/2013,6/13/2013,2,1,2
10497,SO59228,289,1970,6/1/2013,6/8/2013,6/13/2013,5,1,5
10498,SO59228,283,1970,6/1/2013,6/8/2013,6/13/2013,30,1,30
10499,SO59228,259,1970,6/1/2013,6/8/2013,6/13/2013,2,1,2
10500,SO59229,295,9690,6/1/2013,6/8/2013,6/13/2013,5,1,5
10501,SO59229,104,9690,6/1/2013,6/8/2013,6/13/2013,10,1,10
10502,SO59229,294,9690,6/1/2013,6/8/2013,6/13/2013,64,1,64
10503,SO59230,104,9792,6/1/2013,6/8/2013,6/13/2013,10,1,10
10504,SO59231,174,2868,6/1/2013,6/8/2013,6/13/2013,22,1,22
10505,SO59231,244,2868,6/1/2013,6/8/2013,6/13/2013,35,1,35
10506,SO59232,174,3769,6/1/2013,6/8/2013,6/13/2013,22,1,22
10507,SO59232,246,3769,6/1/2013,6/8/2013,6/13/2013,35,1,35
10508,SO59232,248,3769,6/1/2013,6/8/2013,6/13/2013,50,1,50
10509,SO59233,174,2449,6/1/2013,6/8/2013,6/13/2013,22,1,22
10510,SO59234,286,9180,6/1/2013,6/8/2013,6/13/2013,25,1,25
10511,SO59235,166,1294,6/1/2013,6/8/2013,6/13/2013,9,1,9
10512,SO59235,276,1294,6/1/2013,6/8/2013,6/13/2013,54,1,54
10513,SO59236,295,11498,6/1/2013,6/8/2013,6/13/2013,5,1,5
10514,SO59236,278,11498,6/1/2013,6/8/2013,6/13/2013,54,1,54
10515,SO59237,288,12937,6/1/2013,6/8/2013,6/13/2013,29,1,29
10516,SO59237,291,12937,6/1/2013,6/8/2013,6/13/2013,5,1,5
10517,SO59237,247,12937,6/1/2013,6/8/2013,6/13/2013,55,1,55
10518,SO59237,245,12937,6/1/2013,6/8/2013,6/13/2013,35,1,35
10519,SO59238,288,3840,6/1/2013,6/8/2013,6/13/2013,29,1,29
10520,SO59238,291,3840,6/1/2013,6/8/2013,6/13/2013,5,1,5
10521,SO59238,259,3840,6/1/2013,6/8/2013,6/13/2013,2,1,2
10522,SO59239,284,162,6/1/2013,6/8/2013,6/13/2013,35,1,35
10523,SO59239,289,162,6/1/2013,6/8/2013,6/13/2013,5,1,5
10524,SO59239,104,162,6/1/2013,6/8/2013,6/13/2013,10,1,10
10525,SO59239,295,162,6/1/2013,6/8/2013,6/13/2013,5,1,5
10526,SO59240,142,9462,6/1/2013,6/8/2013,6/13/2013,2443,1,2443
10527,SO59240,105,9462,6/1/2013,6/8/2013,6/13/2013,9,1,9
10528,SO59240,295,9462,6/1/2013,6/8/2013,6/13/2013,5,1,5
10529,SO59240,245,9462,6/1/2013,6/8/2013,6/13/2013,35,1,35
10530,SO59241,117,3498,6/1/2013,6/8/2013,6/13/2013,769,1,769
10531,SO59241,245,3498,6/1/2013,6/8/2013,6/13/2013,35,1,35
10532,SO59242,116,3561,6/1/2013,6/8/2013,6/13/2013,769,1,769
10533,SO59242,272,3561,6/1/2013,6/8/2013,6/13/2013,70,1,70
10534,SO59243,119,3379,6/1/2013,6/8/2013,6/13/2013,769,1,769
10535,SO59243,104,3379,6/1/2013,6/8/2013,6/13/2013,10,1,10
10536,SO59243,295,3379,6/1/2013,6/8/2013,6/13/2013,5,1,5
10537,SO59243,235,3379,6/1/2013,6/8/2013,6/13/2013,24,1,24
10538,SO59244,107,8692,6/1/2013,6/8/2013,6/13/2013,540,1,540
10539,SO59244,282,8692,6/1/2013,6/8/2013,6/13/2013,25,1,25
10540,SO59244,289,8692,6/1/2013,6/8/2013,6/13/2013,5,1,5
10541,SO59245,121,3006,6/1/2013,6/8/2013,6/13/2013,2295,1,2295
10542,SO59245,104,3006,6/1/2013,6/8/2013,6/13/2013,10,1,10
10543,SO59245,295,3006,6/1/2013,6/8/2013,6/13/2013,5,1,5
10544,SO59245,280,3006,6/1/2013,6/8/2013,6/13/2013,9,1,9
10545,SO59246,124,2896,6/1/2013,6/8/2013,6/13/2013,2320,1,2320
10546,SO59246,174,2896,6/1/2013,6/8/2013,6/13/2013,22,1,22
10547,SO59246,244,2896,6/1/2013,6/8/2013,6/13/2013,35,1,35
10548,SO59247,122,2904,6/1/2013,6/8/2013,6/13/2013,2295,1,2295
10549,SO59247,246,2904,6/1/2013,6/8/2013,6/13/2013,35,1,35
10550,SO59248,123,1017,6/1/2013,6/8/2013,6/13/2013,2320,1,2320
10551,SO59248,104,1017,6/1/2013,6/8/2013,6/13/2013,10,1,10
10552,SO59248,295,1017,6/1/2013,6/8/2013,6/13/2013,5,1,5
10553,SO59249,120,957,6/1/2013,6/8/2013,6/13/2013,2295,1,2295
10554,SO59250,125,1027,6/1/2013,6/8/2013,6/13/2013,2320,1,2320
10555,SO59250,104,1027,6/1/2013,6/8/2013,6/13/2013,10,1,10
10556,SO59250,295,1027,6/1/2013,6/8/2013,6/13/2013,5,1,5
10557,SO59250,292,1027,6/1/2013,6/8/2013,6/13/2013,64,1,64
10558,SO59251,135,9212,6/1/2013,6/8/2013,6/13/2013,1701,1,1701
10559,SO59251,275,9212,6/1/2013,6/8/2013,6/13/2013,54,1,54
10560,SO59252,131,13463,6/1/2013,6/8/2013,6/13/2013,1120,1,1120
10561,SO59252,277,13463,6/1/2013,6/8/2013,6/13/2013,54,1,54
10562,SO59253,130,14054,6/1/2013,6/8/2013,6/13/2013,1120,1,1120
10563,SO59253,166,14054,6/1/2013,6/8/2013,6/13/2013,9,1,9
10564,SO59253,275,14054,6/1/2013,6/8/2013,6/13/2013,54,1,54
10565,SO59254,126,17317,6/1/2013,6/8/2013,6/13/2013,540,1,540
10566,SO59255,148,15580,6/1/2013,6/8/2013,6/13/2013,742,1,742
10567,SO59255,105,15580,6/1/2013,6/8/2013,6/13/2013,9,1,9
10568,SO59255,295,15580,6/1/2013,6/8/2013,6/13/2013,5,1,5
10569,SO59255,245,15580,6/1/2013,6/8/2013,6/13/2013,35,1,35
10570,SO59256,150,15602,6/1/2013,6/8/2013,6/13/2013,742,1,742
10571,SO59256,105,15602,6/1/2013,6/8/2013,6/13/2013,9,1,9
10572,SO59256,295,15602,6/1/2013,6/8/2013,6/13/2013,5,1,5
10573,SO59256,244,15602,6/1/2013,6/8/2013,6/13/2013,35,1,35
10574,SO59257,151,18129,6/1/2013,6/8/2013,6/13/2013,742,1,742
10575,SO59257,288,18129,6/1/2013,6/8/2013,6/13/2013,29,1,29
10576,SO59258,152,18167,6/1/2013,6/8/2013,6/13/2013,742,1,742
10577,SO59258,105,18167,6/1/2013,6/8/2013,6/13/2013,9,1,9
10578,SO59258,295,18167,6/1/2013,6/8/2013,6/13/2013,5,1,5
10579,SO59259,164,1114,6/1/2013,6/8/2013,6/13/2013,2384,1,2384
10580,SO59259,288,1114,6/1/2013,6/8/2013,6/13/2013,29,1,29
10581,SO59259,291,1114,6/1/2013,6/8/2013,6/13/2013,5,1,5
10582,SO59259,234,1114,6/1/2013,6/8/2013,6/13/2013,24,1,24
10583,SO59260,164,14285,6/1/2013,6/8/2013,6/13/2013,2384,1,2384
10584,SO59260,244,14285,6/1/2013,6/8/2013,6/13/2013,35,1,35
10585,SO59261,162,14405,6/1/2013,6/8/2013,6/13/2013,2384,1,2384
10586,SO59261,105,14405,6/1/2013,6/8/2013,6/13/2013,9,1,9
10587,SO59261,295,14405,6/1/2013,6/8/2013,6/13/2013,5,1,5
10588,SO59261,246,14405,6/1/2013,6/8/2013,6/13/2013,35,1,35
10589,SO59262,293,6677,6/1/2013,6/8/2013,6/13/2013,64,1,64
10590,SO59262,127,6677,6/1/2013,6/8/2013,6/13/2013,540,1,540
10591,SO59263,126,7460,6/1/2013,6/8/2013,6/13/2013,540,1,540
10592,SO59263,295,7460,6/1/2013,6/8/2013,6/13/2013,5,1,5
10593,SO59263,105,7460,6/1/2013,6/8/2013,6/13/2013,9,1,9
10594,SO59263,246,7460,6/1/2013,6/8/2013,6/13/2013,35,1,35
10595,SO59264,128,12174,6/1/2013,6/8/2013,6/13/2013,540,1,540
10596,SO59264,295,12174,6/1/2013,6/8/2013,6/13/2013,5,1,5
10597,SO59264,105,12174,6/1/2013,6/8/2013,6/13/2013,9,1,9
10598,SO59264,244,12174,6/1/2013,6/8/2013,6/13/2013,35,1,35
10599,SO59265,129,11257,6/1/2013,6/8/2013,6/13/2013,540,1,540
10600,SO59265,166,11257,6/1/2013,6/8/2013,6/13/2013,9,1,9
10601,SO59265,285,11257,6/1/2013,6/8/2013,6/13/2013,21,1,21
10602,SO59266,133,8415,6/1/2013,6/8/2013,6/13/2013,1120,1,1120
10603,SO59266,286,8415,6/1/2013,6/8/2013,6/13/2013,25,1,25
10604,SO59267,131,8474,6/1/2013,6/8/2013,6/13/2013,1120,1,1120
10605,SO59267,105,8474,6/1/2013,6/8/2013,6/13/2013,9,1,9
10606,SO59267,295,8474,6/1/2013,6/8/2013,6/13/2013,5,1,5
10607,SO59268,133,9727,6/1/2013,6/8/2013,6/13/2013,1120,1,1120
10608,SO59268,105,9727,6/1/2013,6/8/2013,6/13/2013,9,1,9
10609,SO59268,295,9727,6/1/2013,6/8/2013,6/13/2013,5,1,5
10610,SO59268,235,9727,6/1/2013,6/8/2013,6/13/2013,24,1,24
10611,SO59269,165,5604,6/1/2013,6/8/2013,6/13/2013,2384,1,2384
10612,SO59269,105,5604,6/1/2013,6/8/2013,6/13/2013,9,1,9
10613,SO59269,295,5604,6/1/2013,6/8/2013,6/13/2013,5,1,5
10614,SO59269,245,5604,6/1/2013,6/8/2013,6/13/2013,35,1,35
10615,SO59270,145,3050,6/1/2013,6/8/2013,6/13/2013,742,1,742
10616,SO59270,105,3050,6/1/2013,6/8/2013,6/13/2013,9,1,9
10617,SO59270,295,3050,6/1/2013,6/8/2013,6/13/2013,5,1,5
10618,SO59270,260,3050,6/1/2013,6/8/2013,6/13/2013,120,1,120
10619,SO59271,159,458,6/1/2013,6/8/2013,6/13/2013,2384,1,2384
10620,SO59271,105,458,6/1/2013,6/8/2013,6/13/2013,9,1,9
10621,SO59271,295,458,6/1/2013,6/8/2013,6/13/2013,5,1,5
10622,SO59271,277,458,6/1/2013,6/8/2013,6/13/2013,54,1,54
10623,SO59271,234,458,6/1/2013,6/8/2013,6/13/2013,24,1,24
10624,SO59272,124,1238,6/2/2013,6/9/2013,6/14/2013,2320,1,2320
10625,SO59272,284,1238,6/2/2013,6/9/2013,6/14/2013,35,1,35
10626,SO59272,245,1238,6/2/2013,6/9/2013,6/14/2013,35,1,35
10627,SO59272,166,1238,6/2/2013,6/9/2013,6/14/2013,9,1,9
10628,SO59273,125,1623,6/2/2013,6/9/2013,6/14/2013,2320,1,2320
10629,SO59273,104,1623,6/2/2013,6/9/2013,6/14/2013,10,1,10
10630,SO59273,295,1623,6/2/2013,6/9/2013,6/14/2013,5,1,5
10631,SO59274,122,2783,6/2/2013,6/9/2013,6/14/2013,2295,1,2295
10632,SO59274,295,2783,6/2/2013,6/9/2013,6/14/2013,5,1,5
10633,SO59274,104,2783,6/2/2013,6/9/2013,6/14/2013,10,1,10
10634,SO59274,244,2783,6/2/2013,6/9/2013,6/14/2013,35,1,35
10635,SO59275,289,1683,6/2/2013,6/9/2013,6/14/2013,5,1,5
10636,SO59275,282,1683,6/2/2013,6/9/2013,6/14/2013,25,1,25
10637,SO59275,246,1683,6/2/2013,6/9/2013,6/14/2013,35,1,35
10638,SO59276,289,1371,6/2/2013,6/9/2013,6/14/2013,5,1,5
10639,SO59276,174,1371,6/2/2013,6/9/2013,6/14/2013,22,1,22
10640,SO59277,290,5174,6/2/2013,6/9/2013,6/14/2013,4,1,4
10641,SO59277,168,5174,6/2/2013,6/9/2013,6/14/2013,8,1,8
10642,SO59278,275,6246,6/2/2013,6/9/2013,6/14/2013,54,1,54
10643,SO59279,246,4237,6/2/2013,6/9/2013,6/14/2013,35,1,35
10644,SO59279,277,4237,6/2/2013,6/9/2013,6/14/2013,54,1,54
10645,SO59280,246,4584,6/2/2013,6/9/2013,6/14/2013,35,1,35
10646,SO59281,118,2845,6/2/2013,6/9/2013,6/14/2013,769,1,769
10647,SO59281,168,2845,6/2/2013,6/9/2013,6/14/2013,8,1,8
10648,SO59282,137,6771,6/2/2013,6/9/2013,6/14/2013,1701,1,1701
10649,SO59282,105,6771,6/2/2013,6/9/2013,6/14/2013,9,1,9
10650,SO59282,295,6771,6/2/2013,6/9/2013,6/14/2013,5,1,5
10651,SO59283,110,418,6/2/2013,6/9/2013,6/14/2013,540,1,540
10652,SO59283,104,418,6/2/2013,6/9/2013,6/14/2013,10,1,10
10653,SO59283,246,418,6/2/2013,6/9/2013,6/14/2013,35,1,35
10654,SO59283,166,418,6/2/2013,6/9/2013,6/14/2013,9,1,9
10655,SO59284,109,3980,6/2/2013,6/9/2013,6/14/2013,540,1,540
10656,SO59284,282,3980,6/2/2013,6/9/2013,6/14/2013,25,1,25
10657,SO59284,295,3980,6/2/2013,6/9/2013,6/14/2013,5,1,5
10658,SO59284,244,3980,6/2/2013,6/9/2013,6/14/2013,35,1,35
10659,SO59285,115,3961,6/2/2013,6/9/2013,6/14/2013,565,1,565
10660,SO59285,174,3961,6/2/2013,6/9/2013,6/14/2013,22,1,22
10661,SO59285,245,3961,6/2/2013,6/9/2013,6/14/2013,35,1,35
10662,SO59286,115,3945,6/2/2013,6/9/2013,6/14/2013,565,1,565
10663,SO59286,174,3945,6/2/2013,6/9/2013,6/14/2013,22,1,22
10664,SO59286,104,3945,6/2/2013,6/9/2013,6/14/2013,10,1,10
10665,SO59287,115,9892,6/2/2013,6/9/2013,6/14/2013,565,1,565
10666,SO59287,282,9892,6/2/2013,6/9/2013,6/14/2013,25,1,25
10667,SO59288,143,5434,6/2/2013,6/9/2013,6/14/2013,2443,1,2443
10668,SO59288,290,5434,6/2/2013,6/9/2013,6/14/2013,4,1,4
10669,SO59288,287,5434,6/2/2013,6/9/2013,6/14/2013,33,1,33
10670,SO59288,246,5434,6/2/2013,6/9/2013,6/14/2013,35,1,35
10671,SO59289,119,2813,6/2/2013,6/9/2013,6/14/2013,769,1,769
10672,SO59289,248,2813,6/2/2013,6/9/2013,6/14/2013,50,1,50
10673,SO59290,291,521,6/2/2013,6/9/2013,6/14/2013,5,1,5
10674,SO59290,105,521,6/2/2013,6/9/2013,6/14/2013,9,1,9
10675,SO59291,291,17086,6/2/2013,6/9/2013,6/14/2013,5,1,5
10676,SO59292,285,332,6/2/2013,6/9/2013,6/14/2013,21,1,21
10677,SO59292,290,332,6/2/2013,6/9/2013,6/14/2013,4,1,4
10678,SO59292,259,332,6/2/2013,6/9/2013,6/14/2013,2,1,2
10679,SO59293,288,16639,6/2/2013,6/9/2013,6/14/2013,29,1,29
10680,SO59293,291,16639,6/2/2013,6/9/2013,6/14/2013,5,1,5
10681,SO59293,259,16639,6/2/2013,6/9/2013,6/14/2013,2,1,2
10682,SO59294,282,15508,6/2/2013,6/9/2013,6/14/2013,25,1,25
10683,SO59294,259,15508,6/2/2013,6/9/2013,6/14/2013,2,1,2
10684,SO59295,282,14855,6/2/2013,6/9/2013,6/14/2013,25,1,25
10685,SO59295,259,14855,6/2/2013,6/9/2013,6/14/2013,2,1,2
10686,SO59296,283,1141,6/2/2013,6/9/2013,6/14/2013,30,1,30
10687,SO59296,259,1141,6/2/2013,6/9/2013,6/14/2013,2,1,2
10688,SO59297,104,10901,6/2/2013,6/9/2013,6/14/2013,10,1,10
10689,SO59297,295,10901,6/2/2013,6/9/2013,6/14/2013,5,1,5
10690,SO59297,247,10901,6/2/2013,6/9/2013,6/14/2013,55,1,55
10691,SO59298,104,4817,6/2/2013,6/9/2013,6/14/2013,10,1,10
10692,SO59298,295,4817,6/2/2013,6/9/2013,6/14/2013,5,1,5
10693,SO59298,247,4817,6/2/2013,6/9/2013,6/14/2013,55,1,55
10694,SO59299,295,278,6/2/2013,6/9/2013,6/14/2013,5,1,5
10695,SO59299,104,278,6/2/2013,6/9/2013,6/14/2013,10,1,10
10696,SO59299,280,278,6/2/2013,6/9/2013,6/14/2013,9,1,9
10697,SO59299,247,278,6/2/2013,6/9/2013,6/14/2013,55,1,55
10698,SO59300,272,8852,6/2/2013,6/9/2013,6/14/2013,70,1,70
10699,SO59300,277,8852,6/2/2013,6/9/2013,6/14/2013,54,1,54
10700,SO59301,272,8708,6/2/2013,6/9/2013,6/14/2013,70,1,70
10701,SO59301,166,8708,6/2/2013,6/9/2013,6/14/2013,9,1,9
10702,SO59302,274,8693,6/2/2013,6/9/2013,6/14/2013,70,1,70
10703,SO59302,233,8693,6/2/2013,6/9/2013,6/14/2013,24,1,24
10704,SO59303,273,8154,6/2/2013,6/9/2013,6/14/2013,70,1,70
10705,SO59304,295,15186,6/2/2013,6/9/2013,6/14/2013,5,1,5
10706,SO59304,166,15186,6/2/2013,6/9/2013,6/14/2013,9,1,9
10707,SO59304,278,15186,6/2/2013,6/9/2013,6/14/2013,54,1,54
10708,SO59305,289,5235,6/2/2013,6/9/2013,6/14/2013,5,1,5
10709,SO59305,279,5235,6/2/2013,6/9/2013,6/14/2013,9,1,9
10710,SO59306,295,13948,6/2/2013,6/9/2013,6/14/2013,5,1,5
10711,SO59306,244,13948,6/2/2013,6/9/2013,6/14/2013,35,1,35
10712,SO59307,289,3593,6/2/2013,6/9/2013,6/14/2013,5,1,5
10713,SO59308,289,6707,6/2/2013,6/9/2013,6/14/2013,5,1,5
10714,SO59308,282,6707,6/2/2013,6/9/2013,6/14/2013,25,1,25
10715,SO59308,168,6707,6/2/2013,6/9/2013,6/14/2013,8,1,8
10716,SO59309,166,474,6/2/2013,6/9/2013,6/14/2013,9,1,9
10717,SO59309,276,474,6/2/2013,6/9/2013,6/14/2013,54,1,54
10718,SO59310,283,5435,6/2/2013,6/9/2013,6/14/2013,30,1,30
10719,SO59310,289,5435,6/2/2013,6/9/2013,6/14/2013,5,1,5
10720,SO59310,244,5435,6/2/2013,6/9/2013,6/14/2013,35,1,35
10721,SO59311,290,8520,6/2/2013,6/9/2013,6/14/2013,4,1,4
10722,SO59311,245,8520,6/2/2013,6/9/2013,6/14/2013,35,1,35
10723,SO59312,283,6738,6/2/2013,6/9/2013,6/14/2013,30,1,30
10724,SO59313,283,9909,6/2/2013,6/9/2013,6/14/2013,30,1,30
10725,SO59313,289,9909,6/2/2013,6/9/2013,6/14/2013,5,1,5
10726,SO59313,246,9909,6/2/2013,6/9/2013,6/14/2013,35,1,35
10727,SO59313,166,9909,6/2/2013,6/9/2013,6/14/2013,9,1,9
10728,SO59314,295,9968,6/2/2013,6/9/2013,6/14/2013,5,1,5
10729,SO59315,283,7629,6/2/2013,6/9/2013,6/14/2013,30,1,30
10730,SO59315,289,7629,6/2/2013,6/9/2013,6/14/2013,5,1,5
10731,SO59315,244,7629,6/2/2013,6/9/2013,6/14/2013,35,1,35
10732,SO59315,250,7629,6/2/2013,6/9/2013,6/14/2013,50,1,50
10733,SO59315,166,7629,6/2/2013,6/9/2013,6/14/2013,9,1,9
10734,SO59316,291,1836,6/2/2013,6/9/2013,6/14/2013,5,1,5
10735,SO59316,246,1836,6/2/2013,6/9/2013,6/14/2013,35,1,35
10736,SO59317,291,4442,6/2/2013,6/9/2013,6/14/2013,5,1,5
10737,SO59317,246,4442,6/2/2013,6/9/2013,6/14/2013,35,1,35
10738,SO59318,289,313,6/2/2013,6/9/2013,6/14/2013,5,1,5
10739,SO59318,284,313,6/2/2013,6/9/2013,6/14/2013,35,1,35
10740,SO59319,139,9477,6/2/2013,6/9/2013,6/14/2013,2443,1,2443
10741,SO59319,295,9477,6/2/2013,6/9/2013,6/14/2013,5,1,5
10742,SO59319,105,9477,6/2/2013,6/9/2013,6/14/2013,9,1,9
10743,SO59319,247,9477,6/2/2013,6/9/2013,6/14/2013,55,1,55
10744,SO59319,279,9477,6/2/2013,6/9/2013,6/14/2013,9,1,9
10745,SO59320,112,8697,6/2/2013,6/9/2013,6/14/2013,565,1,565
10746,SO59320,289,8697,6/2/2013,6/9/2013,6/14/2013,5,1,5
10747,SO59320,282,8697,6/2/2013,6/9/2013,6/14/2013,25,1,25
10748,SO59320,259,8697,6/2/2013,6/9/2013,6/14/2013,2,1,2
10749,SO59321,109,4902,6/2/2013,6/9/2013,6/14/2013,540,1,540
10750,SO59321,275,4902,6/2/2013,6/9/2013,6/14/2013,54,1,54
10751,SO59322,124,2886,6/2/2013,6/9/2013,6/14/2013,2320,1,2320
10752,SO59322,174,2886,6/2/2013,6/9/2013,6/14/2013,22,1,22
10753,SO59322,246,2886,6/2/2013,6/9/2013,6/14/2013,35,1,35
10754,SO59322,235,2886,6/2/2013,6/9/2013,6/14/2013,24,1,24
10755,SO59323,122,3240,6/2/2013,6/9/2013,6/14/2013,2295,1,2295
10756,SO59324,121,3007,6/2/2013,6/9/2013,6/14/2013,2295,1,2295
10757,SO59325,150,1403,6/2/2013,6/9/2013,6/14/2013,742,1,742
10758,SO59325,246,1403,6/2/2013,6/9/2013,6/14/2013,35,1,35
10759,SO59326,157,1460,6/2/2013,6/9/2013,6/14/2013,1215,1,1215
10760,SO59326,244,1460,6/2/2013,6/9/2013,6/14/2013,35,1,35
10761,SO59327,134,13462,6/2/2013,6/9/2013,6/14/2013,1120,1,1120
10762,SO59328,130,13925,6/2/2013,6/9/2013,6/14/2013,1120,1,1120
10763,SO59328,105,13925,6/2/2013,6/9/2013,6/14/2013,9,1,9
10764,SO59328,295,13925,6/2/2013,6/9/2013,6/14/2013,5,1,5
10765,SO59328,166,13925,6/2/2013,6/9/2013,6/14/2013,9,1,9
10766,SO59329,166,11580,6/2/2013,6/9/2013,6/14/2013,9,1,9
10767,SO59329,127,11580,6/2/2013,6/9/2013,6/14/2013,540,1,540
10768,SO59330,131,13468,6/2/2013,6/9/2013,6/14/2013,1120,1,1120
10769,SO59330,246,13468,6/2/2013,6/9/2013,6/14/2013,35,1,35
10770,SO59331,163,16865,6/2/2013,6/9/2013,6/14/2013,2384,1,2384
10771,SO59331,276,16865,6/2/2013,6/9/2013,6/14/2013,54,1,54
10772,SO59331,166,16865,6/2/2013,6/9/2013,6/14/2013,9,1,9
10773,SO59332,162,445,6/2/2013,6/9/2013,6/14/2013,2384,1,2384
10774,SO59333,144,18020,6/2/2013,6/9/2013,6/14/2013,742,1,742
